Nb de candidats ayant fait au moins un vœu confirmé PP 2025;Nb de candidats ayant fait au moins un vœu confirmé PP 2024;Nb de candidats ayant fait au moins un vœu confirmé PP 2023;Nb de cddt ayant au moins une proposition Parcoursup 2025;Nb de cddt ayant au moins une proposition Parcoursup 2024;Nb de cddt ayant au moins une proposition Parcoursup 2023;Etablissement;Type de formation de la scolarité;Niveau d'études
0;;;;;;CFA MET COMMERCIAUX ET FINANCIERS;Formations professionnelles;1ère année d'études supérieures
;;0;;;;CFA PARIS ACADEMIE ENTREPRISES;Autre formation du supérieur;2nd année d'études supérieures
0;;1;;;;CFA PARIS ACADEMIE ENTREPRISES;Autre formation du supérieur;3ème année d'études supérieures
;1;1;;;1;CFA PARIS ACADEMIE ENTREPRISES;BTS - BTSA - BTSM;1ère année d'études supérieures
1;0;1;1;;;CFA PARIS ACADEMIE ENTREPRISES;BTS - BTSA - BTSM;2nd année d'études supérieures
;0;;;;;CFA PARIS ACADEMIE ENTREPRISES;Formations professionnelles;2nd année d'études supérieures
;1;1;;1;;CFA PARIS ACADEMIE ENTREPRISES;Terminale;Terminale
1;;;1;;;CFA REGIONAL COMPAGNONS DEVOIR IDF;Formations professionnelles;1ère année d'études supérieures
1;2;0;3;3;;CFA REGIONAL COMPAGNONS DEVOIR IDF;Terminale;Terminale
;1;;;1;;CFA SACEF;Autre formation du supérieur;1ère année d'études supérieures
6;3;3;3;2;2;CFA SACEF;BTS - BTSA - BTSM;1ère année d'études supérieures
1;0;2;1;1;2;CFA SACEF;BTS - BTSA - BTSM;2nd année d'études supérieures
0;;;1;;;CFA SACEF;Formations aux métiers du sport;1ère année d'études supérieures
0;;;;;;CFA Stephenson;Autre formation du supérieur;1ère année d'études supérieures
;0;;;;;CFA Stephenson;Autre formation du supérieur;2nd année d'études supérieures
0;0;;;;;CFA Stephenson;Autre formation du supérieur;3ème année d'études supérieures
6;4;2;2;5;4;CFA Stephenson;BTS - BTSA - BTSM;1ère année d'études supérieures
1;3;0;2;3;1;CFA Stephenson;BTS - BTSA - BTSM;2nd année d'études supérieures
;;1;;;1;CFA Stephenson;Formations professionnelles;1ère année d'études supérieures
;;0;;;;CFA Stephenson;Formations professionnelles;2nd année d'études supérieures
1;;;;;;CFA Stephenson;Formations professionnelles;3ème année d'études supérieures
0;1;1;;;1;CFA Stephenson;Licence professionnelle;3ème année d'études supérieures
;;1;;;1;CFA Stephenson;Mise à niveau (MANAA, MANH, ...);Année préparatoire aux études supérieures
4;7;2;2;7;1;CFA Stephenson;Terminale;Terminale
1;;;1;;;C.F.A.T.L. AFTRAL;BTS - BTSA - BTSM;1ère année d'études supérieures
0;;0;;;;C.F.A.T.L. AFTRAL;Formations professionnelles;1ère année d'études supérieures
0;1;;;1;;CFA UNIVERSITE ET SPORTS;Autre formation du supérieur;1ère année d'études supérieures
1;;;;;;CFA UNIVERSITE ET SPORTS;Formations aux métiers du sport;2nd année d'études supérieures
2;;;3;;;CHALLENGE BUSINESS SCHOOL - PARIS;BTS - BTSA - BTSM;1ère année d'études supérieures
0;;;;;;CHALLENGE BUSINESS SCHOOL - PARIS;BTS - BTSA - BTSM;2nd année d'études supérieures
6;;2;4;;2;CNAM INTEC;Autre formation du supérieur;1ère année d'études supérieures
1;;;1;;;CNAM INTEC;Autre formation du supérieur;2nd année d'études supérieures
0;;;;;;CNAM INTEC;Autre formation du supérieur;3ème année d'études supérieures
0;;1;1;;1;CNAM INTEC;Autre formation du supérieur;4ème année d'études supérieures ou plus
3;1;2;3;2;2;CNAM INTEC;DCG;1ère année d'études supérieures
0;3;2;;3;2;CNAM INTEC;DCG;2nd année d'études supérieures
0;;;;;;CNAM INTEC;DCG;3ème année d'études supérieures
;0;0;;;;CNAM INTEC;DCG;4ème année d'études supérieures ou plus
3;1;1;4;1;1;CNAM INTEC;Etudes de santé;1ère année d'études supérieures
0;;;;;;CNAM INTEC;Etudes de santé;2nd année d'études supérieures
0;0;0;1;;1;CNAM INTEC;Etudes de santé;3ème année d'études supérieures
1;;;1;;;CNAM INTEC;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
3;1;4;1;1;4;CNAM INTEC;Formations professionnelles;1ère année d'études supérieures
;;1;;;1;CNAM INTEC;Formations professionnelles;2nd année d'études supérieures
;0;;;;;CNAM INTEC;Formations professionnelles;3ème année d'études supérieures
1;;1;;;1;CNAM INTEC;Licence professionnelle;1ère année d'études supérieures
;1;0;;1;;CNAM INTEC;Licence professionnelle;2nd année d'études supérieures
6;1;0;3;2;;CNAM INTEC;Licence professionnelle;3ème année d'études supérieures
0;;;;;;CNAM INTEC;Master;4ème année d'études supérieures ou plus
1;;;1;;;CNAM INTEC;Semestre passerelle/rebond;1ère année d'études supérieures
;;0;;;;COLLEGE DE FRANCE ;Autre formation du supérieur;4ème année d'études supérieures ou plus
1;;;1;;;COLLEGE DE FRANCE ;BTS - BTSA - BTSM;2nd année d'études supérieures
;0;;;;;COLLEGE DE FRANCE ;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;0;;;;;COLLEGE DE FRANCE ;Formations professionnelles;3ème année d'études supérieures
0;;;;;;Concours Advance;Formations des écoles d'ingénieurs;1ère année d'études supérieures
0;;;;;;Concours Passerelle Bachelor;BTS - BTSA - BTSM;1ère année d'études supérieures
;0;;;;;Conservatoire National Supérieur d'Art Dramatique de Paris;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
0;0;;;;;Conservatoire National Supérieur d'Art Dramatique de Paris;Formations d'art, de design et du spectacle vivant;2nd année d'études supérieures
1;1;;1;1;;Conservatoire National Supérieur d'Art Dramatique de Paris;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
2;1;1;2;1;1;Conservatoire National Supérieur de Musique et de Danse de Paris;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
2;1;0;2;2;;Conservatoire National Supérieur de Musique et de Danse de Paris;Formations d'art, de design et du spectacle vivant;2nd année d'études supérieures
;2;0;;2;2;Conservatoire National Supérieur de Musique et de Danse de Paris;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
9;9;4;8;6;4;COURS DU PONT DE PIERRE;Terminale;Terminale
;;3;;;3;Cours Etienne Geoffroy Saint-Hilaire;CPGE;1ère année d'études supérieures
;;2;;;2;Cours Etienne Geoffroy Saint-Hilaire;CPGE;2nd année d'études supérieures
;;1;;;1;Cours Etienne Geoffroy Saint-Hilaire;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;;1;;;1;Cours Etienne Geoffroy Saint-Hilaire;Prépa formation paramédicale (prépa orthophoniste, ...);Année préparatoire aux études supérieures
8;23;24;6;19;18;Cours Etienne Geoffroy Saint-Hilaire;Terminale;Terminale
10;15;7;10;14;7;COURS MOLIERE;Terminale;Terminale
6;13;21;1;11;18;Cours Montaigne (Ecole secondaire privée);Terminale;Terminale
0;;;;;;Cours Privé Autograf Formations;Autre formation du supérieur;1ère année d'études supérieures
;0;;;;;Cours Privé Autograf Formations;Autre formation du supérieur;4ème année d'études supérieures ou plus
;0;;;;;Cours Privé Autograf Formations;BTS - BTSA - BTSM;1ère année d'études supérieures
;2;;;1;;Cours Privé Autograf Formations;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
;0;;;;;Cours Privé Autograf Formations;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
1;0;;1;;;Cours Privé Autograf Formations;Formations professionnelles;1ère année d'études supérieures
1;;;;;;Cours Privé Autograf Formations;Formations professionnelles;2nd année d'études supérieures
1;;;;;;Cours Privé Autograf Formations;Master;4ème année d'études supérieures ou plus
;;0;;;;Cours Privé Autograf Formations;Terminale;Terminale
0;0;;;;;Cours Progress;BTS - BTSA - BTSM;1ère année d'études supérieures
1;0;;;;;Cours Progress;BTS - BTSA - BTSM;2nd année d'études supérieures
;;1;;;;Cours Progress;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
34;32;42;20;20;27;Cours Progress;Terminale;Terminale
;0;;;;;"CREPS D'ILE DE FRANCE	- Antenne de Paris";BTS - BTSA - BTSM;2nd année d'études supérieures
1;;;1;;;"CREPS D'ILE DE FRANCE	- Antenne de Paris";Certificats de spécialisation et FCIL;Année préparatoire aux études supérieures
;;1;;;1;"CREPS D'ILE DE FRANCE	- Antenne de Paris";Formations professionnelles;1ère année d'études supérieures
;1;;;1;;"CREPS D'ILE DE FRANCE	- Antenne de Paris";Terminale;Terminale
4;;10;4;;6;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Année préparatoire au DAEU;Année préparatoire aux études supérieures
0;0;1;1;;2;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Autre formation du supérieur;1ère année d'études supérieures
;0;;;1;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Autre formation du supérieur;3ème année d'études supérieures
0;;;;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Autre formation du supérieur;4ème année d'études supérieures ou plus
3;2;1;;2;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;BTS - BTSA - BTSM;1ère année d'études supérieures
1;;;1;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;BTS - BTSA - BTSM;2nd année d'études supérieures
1;2;0;1;2;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
5;2;5;5;1;4;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Diplômes d'université ou d'établissement;1ère année d'études supérieures
1;0;2;1;;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Diplômes d'université ou d'établissement;2nd année d'études supérieures
0;;;;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
53;65;129;35;56;104;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence;1ère année d'études supérieures
8;18;27;6;16;24;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence;2nd année d'études supérieures
12;11;21;10;6;22;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence;3ème année d'études supérieures
;1;0;;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence;4ème année d'études supérieures ou plus
;;0;;;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence professionnelle;3ème année d'études supérieures
;1;1;;1;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence sélective;1ère année d'études supérieures
;;0;;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Licence sélective;2nd année d'études supérieures
4;2;3;4;3;4;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Master;4ème année d'études supérieures ou plus
;0;1;;;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
;0;;;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Prépa formation en soins infirmiers;Année préparatoire aux études supérieures
;;1;;;1;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Prépa formation paramédicale (prépa orthophoniste, ...);Année préparatoire aux études supérieures
1;;;1;;;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);3ème année d'études supérieures
;1;2;;1;2;Département de formation de premier cycle de lettres et sciences humaines - Université Paris Diderot;Semestre passerelle/rebond;1ère année d'études supérieures
0;;;;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Autre formation du supérieur;2nd année d'études supérieures
1;;;1;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Autre formation du supérieur;3ème année d'études supérieures
6;5;0;2;7;1;Diderot Education Paris (Cours Diderot - EDNH - EGPN);BTS - BTSA - BTSM;1ère année d'études supérieures
2;1;;1;1;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);BTS - BTSA - BTSM;2nd année d'études supérieures
1;1;;1;1;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);BTS - BTSA - BTSM;4ème année d'études supérieures ou plus
2;;;2;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);DCG;1ère année d'études supérieures
0;;;;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Etudes de santé;1ère année d'études supérieures
0;;;;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Formations professionnelles;1ère année d'études supérieures
4;;;3;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Prépa formation en soins infirmiers;Année préparatoire aux études supérieures
;0;;;;;Diderot Education Paris (Cours Diderot - EDNH - EGPN);Terminale;Terminale
1;;;1;;;Don bosco international média academy;Autre formation du supérieur;1ère année d'études supérieures
2;1;;2;1;;Don bosco international média academy;BTS - BTSA - BTSM;1ère année d'études supérieures
1;1;;;;;Don bosco international média academy;BTS - BTSA - BTSM;2nd année d'études supérieures
;;1;;;1;DORANCO ESPACE MULTIMEDIA;Autre formation du supérieur;2nd année d'études supérieures
;1;;;1;;DORANCO ESPACE MULTIMEDIA;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
;2;1;;1;1;DORANCO ESPACE MULTIMEDIA;Formations professionnelles;1ère année d'études supérieures
;;0;;;;DORANCO ESPACE MULTIMEDIA;Formations professionnelles;2nd année d'études supérieures
0;0;0;;;1;DORANCO ESPACE MULTIMEDIA;Formations professionnelles;3ème année d'études supérieures
;0;0;;;;ECE Paris;BTS - BTSA - BTSM;1ère année d'études supérieures
;;0;;;;ECE Paris;BTS - BTSA - BTSM;3ème année d'études supérieures
132;50;55;103;56;60;ECE Paris;Formations des écoles d'ingénieurs;1ère année d'études supérieures
7;3;2;6;3;3;ECE Paris;Formations des écoles d'ingénieurs;2nd année d'études supérieures
2;3;1;1;4;1;ECE Paris;Formations des écoles d'ingénieurs;3ème année d'études supérieures
0;2;3;1;3;7;ECE Paris;Formations des écoles d'ingénieurs;4ème année d'études supérieures ou plus
0;;;1;;;ECE Paris;Master;1ère année d'études supérieures
;0;;;;;ECE Paris;Master;3ème année d'études supérieures
0;0;0;;1;;ECE Paris;Master;4ème année d'études supérieures ou plus
32;25;31;31;23;29;ECOLE 2D DEGRE GENERAL PRIVEE GEORGES GUSDORF;Terminale;Terminale
33;26;25;27;18;22;Ecole Akiba;Terminale;Terminale
187;190;183;183;188;181;Ecole Alsacienne;Terminale;Terminale
2;7;6;2;4;4;Ecole Camondo;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
0;1;2;;1;2;Ecole Camondo;Formations d'art, de design et du spectacle vivant;2nd année d'études supérieures
2;2;1;2;1;;Ecole Camondo;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
1;;;1;;;Ecole d'Ameublement de Paris;Autre formation du supérieur;4ème année d'études supérieures ou plus
0;;0;;;;Ecole d'Ameublement de Paris;Formations professionnelles;1ère année d'études supérieures
;;0;;;;Ecole d'Ameublement de Paris;Formations professionnelles;2nd année d'études supérieures
0;;;;;;Ecole d'Assas;Autre formation du supérieur;1ère année d'études supérieures
2;2;0;2;3;;Ecole d'Assas;Etudes de santé;1ère année d'études supérieures
1;1;1;1;4;1;Ecole d'Assas;Etudes de santé;2nd année d'études supérieures
